lambda_0.16,lambda_0.17,lambda_0.18,lambda_0.19,lambda_0.2,lambda_0.21,lambda_0.22,lambda_0.23,lambda_0.24,lambda_0.25
8.29,11.83,14.36,17.29,19.81,22.71,25.41,29.67,31.89,35.16
8.33,11.9,14.34,17.27,19.86,22.78,25.44,29.73,32.0,35.27
8.4,11.93,14.37,17.33,19.97,22.87,25.48,29.76,32.13,35.31
8.35,12.03,14.41,17.32,19.97,23.03,25.54,29.83,32.24,35.48
8.33,12.1,14.41,17.41,19.99,23.11,25.68,29.84,32.35,35.49
8.37,12.22,14.49,17.45,20.04,23.19,25.71,29.81,32.51,35.51
8.47,12.19,14.53,17.45,20.05,23.17,25.84,29.89,32.72,35.57
8.48,12.13,14.54,17.48,20.11,23.16,25.84,29.94,32.83,35.68
8.55,12.14,14.57,17.64,20.06,23.15,25.94,30.01,32.92,35.9
8.6,12.1,14.52,17.7,19.99,23.16,25.97,30.07,33.18,36.03
8.64,12.12,14.58,17.69,19.95,23.28,26.0,30.08,33.23,36.15
8.67,12.1,14.69,17.74,19.99,23.33,26.12,30.09,33.37,36.26
8.71,12.11,14.64,17.76,20.1,23.37,26.18,30.1,33.45,36.31
8.71,12.25,14.55,17.83,20.09,23.48,26.12,30.19,33.58,36.28
8.76,12.32,14.54,17.84,20.18,23.58,26.15,30.28,33.7,36.47
8.81,12.29,14.58,18.0,20.14,23.66,26.27,30.39,33.83,36.7
8.86,12.27,14.61,18.02,20.2,23.68,26.41,30.34,33.97,36.79
8.88,12.26,14.74,18.09,20.19,23.73,26.54,30.4,34.15,36.96
8.82,12.21,14.82,18.16,20.27,23.89,26.56,30.53,34.17,37.12
8.82,12.2,14.9,18.2,20.31,23.92,26.58,30.6,34.22,37.19
8.98,12.2,14.93,18.26,20.34,23.98,26.75,30.81,34.23,37.35
9.0,12.24,15.02,18.27,20.32,24.06,26.89,30.92,34.33,37.47
8.97,12.28,14.92,18.44,20.48,24.05,26.9,30.83,34.42,37.6
8.97,12.25,15.03,18.5,20.53,24.09,26.87,30.93,34.52,37.67
9.05,12.31,14.99,18.6,20.64,24.18,27.01,30.86,34.55,37.8
9.06,12.38,15.02,18.62,20.69,24.17,27.07,30.94,34.72,37.94
9.08,12.35,15.04,18.55,20.77,24.19,27.15,30.97,34.74,38.07
9.12,12.29,15.13,18.55,20.84,24.27,27.2,31.06,34.91,38.19
9.14,12.34,15.17,18.55,20.97,24.28,27.28,31.16,35.01,38.35
9.15,12.38,15.22,18.64,21.09,24.27,27.42,31.18,35.13,38.4
9.26,12.33,15.27,18.58,21.13,24.29,27.41,31.22,35.23,38.55
9.39,12.36,15.3,18.53,21.16,24.41,27.58,31.34,35.25,38.67
9.41,12.4,15.3,18.54,21.19,24.48,27.62,31.35,35.32,38.73
9.37,12.43,15.32,18.51,21.29,24.64,27.64,31.45,35.45,38.88
9.31,12.45,15.21,18.61,21.23,24.77,27.69,31.48,35.61,39.07
9.35,12.49,15.19,18.71,21.31,24.86,27.73,31.58,35.71,39.14
9.32,12.42,15.3,18.76,21.3,24.84,27.79,31.66,35.88,39.29
9.38,12.41,15.26,18.79,21.36,24.96,27.85,31.73,36.09,39.28
9.39,12.46,15.23,18.82,21.42,25.02,27.88,31.82,36.15,39.26
9.41,12.41,15.23,19.06,21.51,25.1,27.95,31.93,36.21,39.28
9.39,12.49,15.26,19.03,21.53,25.17,28.01,32.01,36.3,39.32
9.41,12.49,15.26,19.06,21.66,25.18,28.03,32.16,36.34,39.39
9.46,12.49,15.29,19.04,21.69,25.31,28.15,32.21,36.48,39.58
9.46,12.61,15.24,19.07,21.75,25.37,28.24,32.4,36.59,39.74
9.47,12.7,15.14,19.17,21.93,25.45,28.31,32.48,36.73,39.84
9.5,12.7,15.15,19.25,21.87,25.57,28.46,32.54,36.9,39.95
9.48,12.73,15.11,19.27,21.93,25.6,28.54,32.76,37.05,40.05
9.45,12.71,15.1,19.36,21.97,25.62,28.6,32.8,37.2,40.2
9.39,12.69,15.13,19.43,21.95,25.71,28.76,32.78,37.29,40.32
9.42,12.75,15.21,19.49,22.06,25.69,28.72,32.92,37.41,40.33
9.54,12.75,15.16,19.5,22.02,25.74,28.77,32.97,37.5,40.37
9.52,12.74,15.14,19.53,22.05,25.76,28.87,33.1,37.57,40.34
9.54,12.7,15.16,19.72,22.11,25.73,28.97,33.21,37.72,40.42
9.64,12.69,15.21,19.69,22.23,25.81,28.96,33.24,37.77,40.48
9.66,12.72,15.16,19.74,22.28,25.91,28.99,33.26,37.86,40.58
9.7,12.75,15.21,19.82,22.34,26.06,29.07,33.45,38.04,40.63
9.81,12.75,15.32,19.95,22.41,26.14,29.12,33.57,38.08,40.62
9.9,12.82,15.44,19.99,22.52,26.23,29.15,33.6,38.1,40.7
9.92,12.84,15.4,20.07,22.57,26.3,29.18,33.62,38.2,40.91
10.07,12.83,15.41,20.1,22.67,26.52,29.27,33.71,38.21,41.0
10.05,12.78,15.41,20.17,22.81,26.67,29.34,33.75,38.29,41.08
10.11,12.8,15.45,20.16,22.89,26.61,29.38,33.8,38.37,41.12
10.13,12.75,15.38,20.1,22.96,26.59,29.51,33.96,38.43,41.16
10.21,12.82,15.45,20.14,22.99,26.67,29.6,34.09,38.53,41.32
10.14,12.94,15.4,20.11,23.13,26.75,29.68,34.26,38.54,41.41
10.15,12.96,15.42,20.18,23.15,26.94,29.74,34.26,38.61,41.54
10.14,13.01,15.49,20.28,23.33,26.91,29.9,34.38,38.56,41.68
10.13,13.01,15.63,20.36,23.23,26.98,29.93,34.48,38.68,41.76
10.16,13.07,15.73,20.43,23.25,27.1,30.03,34.55,38.85,41.92
10.11,13.16,15.55,20.54,23.31,27.16,30.06,34.65,38.8,41.99
10.27,13.17,15.57,20.55,23.4,27.29,30.04,34.69,38.82,42.15
10.33,13.23,15.59,20.57,23.56,27.39,30.21,34.75,38.88,42.23
10.37,13.24,15.49,20.48,23.52,27.45,30.33,34.88,39.0,42.31
10.36,13.22,15.5,20.45,23.55,27.46,30.42,34.93,39.05,42.35
10.37,13.32,15.62,20.45,23.59,27.68,30.56,35.08,39.12,42.55
10.5,13.33,15.57,20.43,23.73,27.71,30.6,35.13,39.14,42.72
10.53,13.35,15.63,20.44,23.8,27.73,30.65,35.23,39.2,42.74
10.56,13.41,15.74,20.39,23.98,27.77,30.61,35.3,39.29,42.87
10.52,13.49,15.8,20.57,24.07,27.82,30.65,35.46,39.36,43.02
10.56,13.49,15.86,20.63,24.19,27.83,30.9,35.55,39.38,43.05
10.67,13.43,15.97,20.61,24.25,27.87,31.0,35.66,39.52,43.2
10.67,13.4,16.0,20.59,24.37,27.74,31.0,35.71,39.42,43.18
10.58,13.36,16.04,20.56,24.37,27.72,31.1,35.8,39.64,43.31
10.64,13.43,16.08,20.5,24.37,27.8,31.09,35.93,39.7,43.4
10.64,13.43,16.17,20.56,24.41,27.88,31.13,36.0,39.7,43.51
10.67,13.52,16.12,20.49,24.41,27.9,31.17,35.98,39.76,43.57
10.57,13.62,16.1,20.55,24.43,27.95,31.31,36.1,39.76,43.63
10.63,13.7,16.12,20.55,24.46,28.0,31.21,36.07,39.82,43.8
10.56,13.63,16.2,20.54,24.43,28.01,31.23,36.14,39.82,43.88
10.71,13.73,16.3,20.55,24.52,28.09,31.31,36.19,39.96,43.91
10.73,13.71,16.29,20.47,24.63,28.14,31.37,36.33,39.93,43.99
10.78,13.8,16.38,20.52,24.74,28.25,31.43,36.44,40.02,43.99
10.72,13.82,16.36,20.64,24.69,28.34,31.47,36.48,40.2,44.2
10.7,13.84,16.42,20.62,24.71,28.46,31.52,36.49,40.25,44.34
10.77,13.79,16.46,20.71,24.74,28.61,31.62,36.62,40.3,44.43
10.81,13.72,16.44,20.72,24.72,28.7,31.69,36.78,40.34,44.57
10.77,13.73,16.44,20.7,24.79,28.88,31.75,36.84,40.34,44.68
10.85,13.74,16.54,20.74,24.76,28.92,31.73,36.97,40.33,44.74
10.91,13.74,16.63,20.84,24.77,29.01,31.74,37.12,40.36,44.82
10.92,13.8,16.61,20.9,24.79,29.02,31.85,37.12,40.48,44.87
10.94,13.78,16.54,21.0,24.97,29.09,31.97,37.15,40.51,44.87
10.86,13.85,16.5,21.08,24.95,29.13,32.01,37.2,40.57,44.95
10.78,13.97,16.5,21.13,25.11,29.19,32.04,37.23,40.64,45.07
10.79,13.94,16.64,21.14,25.19,29.26,32.21,37.3,40.62,45.2
10.81,14.02,16.68,21.13,25.17,29.3,32.35,37.43,40.68,45.22
10.82,14.03,16.77,21.21,25.21,29.22,32.43,37.62,40.8,45.24
10.8,14.03,16.72,21.31,25.37,29.35,32.52,37.79,40.86,45.32
10.89,14.09,16.92,21.4,25.45,29.35,32.48,37.88,40.97,45.3
10.94,14.13,16.87,21.46,25.55,29.52,32.53,37.96,41.02,45.38
10.9,14.15,16.9,21.52,25.51,29.61,32.47,38.11,41.05,45.47
10.86,14.25,16.99,21.65,25.5,29.67,32.55,38.06,41.2,45.6
10.97,14.18,16.92,21.72,25.62,29.7,32.56,38.1,41.37,45.78
11.05,14.13,17.07,21.69,25.7,29.88,32.46,38.08,41.48,45.81
11.04,14.18,17.04,21.71,25.69,29.93,32.51,38.25,41.59,46.09
11.05,14.23,17.0,21.85,25.85,29.95,32.57,38.3,41.63,46.24
11.13,14.36,16.95,21.95,25.89,30.0,32.7,38.38,41.71,46.38
11.23,14.4,16.84,22.0,25.94,29.93,32.83,38.49,41.83,46.38
11.25,14.46,16.87,21.97,26.05,30.0,32.91,38.52,41.85,46.49
11.27,14.48,16.9,21.99,26.14,30.1,32.94,38.53,41.96,46.66
11.38,14.51,16.97,21.96,26.09,30.12,32.93,38.58,42.17,46.74
11.38,14.55,16.94,21.98,26.06,30.38,32.91,38.7,42.22,46.84
11.32,14.58,16.91,22.01,26.03,30.46,32.99,38.64,42.24,46.95
11.29,14.63,16.92,22.07,26.19,30.6,33.11,38.69,42.29,47.01
11.28,14.64,16.9,22.14,26.3,30.69,33.19,38.76,42.37,47.08
11.28,14.63,16.92,22.2,26.45,30.7,33.21,38.88,42.48,47.2
11.27,14.56,16.98,22.23,26.59,30.8,33.31,38.92,42.62,47.41
11.18,14.64,17.07,22.19,26.55,30.92,33.4,38.97,42.74,47.5
11.2,14.63,17.08,22.23,26.61,30.98,33.41,39.06,42.86,47.57
11.25,14.68,16.99,22.27,26.61,31.06,33.44,39.08,43.0,47.6
11.24,14.67,17.02,22.38,26.62,31.18,33.55,39.12,43.14,47.67
11.28,14.65,17.12,22.41,26.7,31.29,33.66,39.17,43.2,47.8
11.36,14.65,17.17,22.4,26.71,31.24,33.73,39.25,43.29,47.95
11.28,14.71,17.19,22.48,26.73,31.26,33.95,39.27,43.39,48.06
11.33,14.7,17.22,22.41,26.88,31.29,33.98,39.3,43.44,48.04
11.36,14.7,17.16,22.49,26.89,31.38,34.08,39.37,43.49,48.27
11.45,14.82,17.16,22.57,26.84,31.58,34.16,39.46,43.63,48.36
11.45,14.95,17.07,22.58,26.89,31.65,34.27,39.52,43.83,48.45
11.47,15.02,17.08,22.6,26.97,31.63,34.42,39.57,43.92,48.62
11.49,14.98,17.1,22.6,27.03,31.76,34.55,39.64,44.05,48.82
11.45,15.05,17.22,22.6,27.13,31.72,34.55,39.67,44.23,48.98
11.49,15.04,17.13,22.64,27.17,31.84,34.58,39.84,44.29,49.01
11.56,15.05,17.13,22.67,27.19,31.91,34.66,39.94,44.3,49.07
11.64,15.13,17.09,22.79,27.15,32.05,34.71,39.96,44.4,49.17
11.65,15.14,17.11,22.91,27.17,32.13,34.75,40.04,44.41,49.38
11.75,15.18,17.15,23.03,27.25,32.18,34.82,40.14,44.54,49.46
11.83,15.26,17.22,23.1,27.31,32.26,34.79,40.3,44.66,49.56
11.73,15.24,17.16,23.08,27.36,32.25,34.81,40.5,44.81,49.65
11.78,15.24,17.25,23.03,27.42,32.3,34.79,40.65,44.98,49.77
11.76,15.31,17.28,23.1,27.52,32.45,34.83,40.72,45.07,49.85
11.81,15.35,17.26,23.26,27.63,32.44,34.84,40.74,45.14,49.97
11.85,15.35,17.23,23.19,27.72,32.43,34.97,40.86,45.12,50.14
11.88,15.35,17.19,23.25,27.66,32.61,34.96,40.91,45.26,50.28
11.96,15.34,17.21,23.32,27.66,32.71,35.01,41.05,45.37,50.44
12.02,15.39,17.1,23.34,27.81,32.78,35.09,40.93,45.43,50.51
11.95,15.49,17.09,23.37,27.87,32.91,35.04,41.02,45.6,50.66
11.95,15.52,17.04,23.45,27.9,32.89,35.03,41.11,45.71,50.85
11.85,15.52,17.0,23.38,28.01,32.91,35.06,41.15,45.78,51.0
11.91,15.47,17.09,23.53,28.1,32.92,35.14,41.26,45.91,51.1
11.89,15.53,17.17,23.55,28.18,33.0,35.18,41.29,45.97,51.19
11.99,15.59,17.16,23.7,28.2,32.96,35.16,41.43,46.1,51.2
12.03,15.58,17.16,23.81,28.17,33.01,35.27,41.48,46.17,51.25
11.92,15.63,17.22,23.86,28.25,32.96,35.39,41.61,46.22,51.3
11.89,15.66,17.23,23.93,28.29,32.96,35.53,41.73,46.33,51.4
11.9,15.64,17.2,24.07,28.38,32.97,35.58,41.86,46.5,51.48
11.93,15.59,17.18,24.15,28.44,32.99,35.78,42.13,46.58,51.53
11.95,15.58,17.18,24.25,28.56,33.01,35.95,42.26,46.6,51.73
11.91,15.61,17.29,24.24,28.66,32.97,36.08,42.39,46.69,51.79
11.95,15.57,17.35,24.3,28.86,32.97,36.14,42.39,46.78,51.88
11.97,15.69,17.32,24.37,28.85,33.04,36.19,42.51,46.89,51.89
11.86,15.75,17.43,24.37,28.81,33.1,36.31,42.62,46.85,52.01
11.89,15.68,17.39,24.43,28.83,33.15,36.46,42.66,46.9,52.1
11.91,15.69,17.42,24.46,28.83,33.12,36.49,42.76,46.95,52.18
11.98,15.71,17.52,24.52,28.92,33.23,36.58,42.82,46.91,52.25
12.02,15.76,17.58,24.6,29.01,33.24,36.65,42.85,47.06,52.32
12.1,15.9,17.68,24.63,29.11,33.26,36.74,43.0,47.13,52.56
12.13,15.9,17.75,24.64,29.2,33.32,36.76,43.06,47.16,52.59
12.12,15.98,17.87,24.66,29.19,33.37,36.8,43.23,47.32,52.65
12.07,16.01,17.87,24.77,29.18,33.46,36.91,43.34,47.44,52.56
12.07,16.01,17.87,24.84,29.22,33.51,36.99,43.37,47.54,52.73
12.07,15.96,17.84,24.83,29.37,33.56,37.13,43.45,47.71,52.78
12.07,16.0,17.88,24.84,29.4,33.65,37.23,43.65,47.83,52.88
12.11,16.02,17.91,24.86,29.52,33.77,37.19,43.78,47.95,53.04
12.11,16.05,17.96,24.79,29.49,33.95,37.22,43.79,48.01,53.25
12.01,16.14,17.98,24.82,29.54,33.98,37.4,43.84,48.15,53.26
11.98,16.16,17.96,24.96,29.55,34.01,37.48,43.92,48.13,53.36
12.07,16.16,18.02,24.99,29.61,34.07,37.55,43.92,48.24,53.52
12.06,16.34,18.07,24.98,29.64,34.14,37.63,43.98,48.35,53.58
12.1,16.35,18.2,24.95,29.71,34.21,37.62,43.97,48.43,53.62
12.1,16.42,18.19,25.05,29.79,34.36,37.76,44.21,48.52,53.71
12.1,16.52,18.18,24.98,29.85,34.34,37.82,44.34,48.52,53.98
12.21,16.52,18.2,25.04,29.92,34.37,37.9,44.47,48.62,54.1
12.32,16.5,18.24,25.04,29.87,34.38,38.02,44.54,48.77,54.2
12.3,16.49,18.21,25.15,29.93,34.36,38.16,44.67,48.89,54.34
12.29,16.5,18.28,25.11,29.93,34.48,38.3,44.76,49.01,54.41
12.42,16.58,18.22,25.13,30.04,34.55,38.36,44.79,49.06,54.48
12.48,16.55,18.29,25.15,30.14,34.65,38.45,44.86,49.2,54.57
12.53,16.49,18.4,25.13,30.2,34.77,38.62,44.89,49.32,54.76
12.58,16.51,18.48,25.21,30.31,34.86,38.66,45.0,49.46,54.86
12.69,16.58,18.57,25.17,30.37,34.98,38.74,45.05,49.54,54.96
12.73,16.62,18.65,25.26,30.38,35.0,38.85,45.12,49.66,55.07
12.64,16.75,18.64,25.32,30.41,35.09,38.96,45.3,49.7,55.2
12.76,16.83,18.63,25.42,30.48,35.1,39.07,45.42,49.81,55.27
12.76,16.95,18.68,25.42,30.56,35.1,39.15,45.38,49.96,55.34
12.79,17.09,18.83,25.52,30.56,35.18,39.29,45.46,49.99,55.42
12.74,17.12,18.88,25.6,30.7,35.26,39.44,45.51,50.04,55.53
12.73,17.17,18.91,25.5,30.75,35.4,39.52,45.59,50.11,55.64
12.77,17.22,18.94,25.45,30.72,35.54,39.75,45.65,50.25,55.82
12.73,17.21,19.07,25.51,30.78,35.65,39.85,45.67,50.48,55.92
12.75,17.24,19.18,25.52,30.78,35.77,39.84,45.78,50.54,55.98
12.71,17.25,19.23,25.6,30.74,35.7,39.86,45.86,50.69,56.17
12.72,17.26,19.22,25.61,30.9,35.81,39.92,45.92,50.79,56.34
12.85,17.21,19.14,25.58,30.95,35.81,40.13,45.95,50.91,56.41
12.84,17.28,19.19,25.52,31.03,35.93,40.22,46.05,50.98,56.55
12.92,17.29,19.2,25.64,31.09,35.98,40.3,46.13,51.07,56.59
12.9,17.2,19.1,25.73,31.15,36.12,40.38,46.28,51.11,56.73
12.9,17.24,19.18,25.76,31.23,36.21,40.42,46.38,51.23,56.86
12.84,17.28,19.18,25.81,31.17,36.33,40.48,46.42,51.27,56.95
12.83,17.32,19.25,25.87,31.2,36.44,40.53,46.46,51.37,57.02
12.79,17.38,19.26,25.9,31.2,36.51,40.5,46.6,51.49,57.11
12.83,17.43,19.21,25.86,31.26,36.47,40.52,46.77,51.59,57.16
12.91,17.38,19.19,25.89,31.24,36.55,40.59,46.8,51.75,57.28
13.05,17.4,19.24,26.01,31.25,36.58,40.65,46.91,51.84,57.37
13.14,17.39,19.34,26.06,31.22,36.6,40.73,46.97,51.92,57.41
13.22,17.47,19.48,26.11,31.37,36.61,40.93,46.96,52.02,57.43
13.27,17.47,19.53,26.1,31.44,36.71,40.99,46.97,52.02,57.57
13.34,17.49,19.58,26.11,31.47,36.76,40.95,47.05,52.16,57.65
13.25,17.5,19.7,26.18,31.53,36.76,41.08,47.16,52.23,57.73
13.29,17.6,19.87,26.21,31.56,36.89,41.19,47.22,52.33,57.82
13.34,17.6,19.92,26.24,31.67,36.93,41.29,47.25,52.52,58.04
13.33,17.6,19.98,26.22,31.74,36.95,41.33,47.36,52.6,58.15
13.29,17.62,19.93,26.14,31.79,36.99,41.34,47.45,52.69,58.21
13.24,17.72,19.91,26.25,31.72,37.13,41.43,47.49,52.8,58.24
13.22,17.77,20.05,26.34,31.76,37.17,41.51,47.64,52.81,58.35
13.34,17.84,20.09,26.51,31.79,37.14,41.6,47.59,52.9,58.38
13.33,17.88,20.14,26.53,31.84,37.23,41.73,47.75,52.93,58.5
13.31,17.99,20.06,26.52,31.79,37.27,41.88,48.01,53.17,58.6
13.33,18.07,20.05,26.54,31.78,37.3,41.95,48.17,53.24,58.67
13.36,17.98,20.07,26.52,31.79,37.31,42.08,48.25,53.26,58.86
13.42,18.06,20.19,26.6,31.87,37.39,42.1,48.28,53.34,58.92
13.43,18.04,20.19,26.67,31.92,37.45,42.21,48.25,53.45,59.03
13.38,18.09,20.33,26.64,32.0,37.57,42.29,48.35,53.56,59.25
13.31,18.12,20.43,26.69,32.09,37.68,42.51,48.36,53.65,59.35
13.4,18.11,20.46,26.67,32.2,37.7,42.59,48.45,53.75,59.56
13.44,18.02,20.42,26.65,32.3,37.72,42.58,48.62,53.97,59.7
13.45,18.04,20.48,26.66,32.34,37.67,42.65,48.75,54.08,59.8
13.49,18.03,20.47,26.77,32.37,37.73,42.79,48.84,54.13,59.93
13.54,18.03,20.44,26.86,32.49,37.74,42.87,48.86,54.26,60.06
13.5,17.98,20.39,26.93,32.58,37.73,42.95,48.87,54.28,60.14
13.54,18.07,20.36,26.91,32.68,37.75,43.09,48.93,54.44,60.27
13.65,18.05,20.36,26.92,32.73,37.83,43.11,49.0,54.57,60.5
13.58,18.07,20.42,26.93,32.77,37.92,43.18,49.09,54.59,60.65
13.58,18.06,20.38,26.96,32.9,38.02,43.33,49.21,54.61,60.77
13.68,18.08,20.36,27.09,33.0,38.07,43.35,49.24,54.7,60.81
13.66,18.05,20.31,27.29,33.1,38.15,43.48,49.3,54.79,60.92
13.66,18.06,20.34,27.3,33.14,38.19,43.61,49.36,54.71,60.92
13.66,18.09,20.4,27.37,33.16,38.27,43.67,49.39,54.81,61.11
13.62,18.07,20.47,27.39,33.18,38.36,43.76,49.45,54.79,61.28
13.59,18.08,20.54,27.48,33.18,38.47,43.91,49.49,54.84,61.39
13.58,18.12,20.51,27.43,33.28,38.56,44.0,49.6,55.04,61.41
13.58,18.1,20.64,27.34,33.38,38.66,44.04,49.65,55.11,61.45
13.62,18.14,20.65,27.3,33.48,38.64,44.12,49.76,55.2,61.54
13.69,18.21,20.64,27.34,33.64,38.67,44.31,49.79,55.26,61.57
13.67,18.16,20.61,27.35,33.67,38.76,44.29,49.69,55.32,61.68
13.56,18.1,20.56,27.43,33.72,38.85,44.32,49.81,55.48,61.73
13.57,18.27,20.57,27.57,33.89,38.88,44.35,49.86,55.5,61.83
13.51,18.45,20.62,27.63,34.02,38.96,44.43,49.97,55.52,61.91
13.51,18.43,20.62,27.66,34.08,39.08,44.52,50.06,55.63,61.91
13.5,18.44,20.69,27.63,34.09,39.23,44.59,50.24,55.75,62.01
13.51,18.42,20.72,27.56,34.13,39.28,44.74,50.34,55.92,62.1
13.58,18.5,20.7,27.63,34.19,39.33,44.79,50.36,56.04,62.16
13.7,18.5,20.71,27.69,34.17,39.34,44.8,50.49,56.04,62.33
13.77,18.55,20.64,27.81,34.36,39.47,44.85,50.56,56.14,62.41
13.75,18.53,20.7,27.9,34.28,39.59,44.93,50.62,56.3,62.51
13.7,18.62,20.74,28.01,34.39,39.57,44.86,50.66,56.41,62.62
13.71,18.61,20.77,28.02,34.4,39.67,45.03,50.77,56.42,62.7
13.72,18.73,20.69,28.14,34.38,39.77,45.09,50.85,56.54,62.76
13.7,18.73,20.66,28.27,34.55,39.89,45.27,50.79,56.58,62.78
13.55,18.76,20.71,28.3,34.64,39.86,45.47,50.77,56.66,62.75
13.57,18.73,20.87,28.35,34.6,39.83,45.52,50.94,56.71,62.83
13.55,18.79,20.86,28.46,34.63,39.92,45.59,50.99,56.75,62.99
13.53,18.76,20.86,28.5,34.66,40.03,45.68,51.15,56.82,63.17
13.62,18.8,20.98,28.49,34.8,40.01,45.73,51.22,56.93,63.22
13.52,18.88,21.0,28.44,34.83,40.01,45.87,51.27,56.99,63.38
13.42,18.92,21.06,28.5,34.9,40.01,45.95,51.44,57.04,63.53
13.38,18.95,21.07,28.47,34.95,40.0,45.94,51.4,57.13,63.44
13.39,18.97,20.95,28.69,35.07,40.14,45.97,51.4,57.28,63.58
13.47,19.06,21.01,28.77,35.03,40.27,46.04,51.5,57.41,63.74
13.58,19.17,21.05,28.86,35.05,40.3,46.18,51.57,57.46,63.92
13.61,19.16,21.09,28.91,35.11,40.45,46.21,51.59,57.53,63.97
13.58,19.11,21.1,28.91,35.13,40.49,46.35,51.68,57.58,64.08
13.71,19.25,21.14,29.0,35.15,40.59,46.44,51.7,57.69,64.2
13.72,19.32,21.15,29.1,35.26,40.68,46.5,51.69,57.81,64.27
13.74,19.31,21.12,29.23,35.29,40.67,46.51,51.78,57.92,64.34
13.66,19.22,21.16,29.3,35.3,40.71,46.54,51.96,57.96,64.42
13.59,19.23,21.25,29.33,35.28,40.7,46.4,52.09,58.03,64.61
13.57,19.24,21.28,29.35,35.27,40.77,46.51,52.19,58.1,64.66
13.5,19.25,21.34,29.38,35.16,40.88,46.66,52.3,58.19,64.76
13.52,19.37,21.32,29.4,35.18,40.88,46.72,52.3,58.25,64.83
13.5,19.39,21.28,29.44,35.19,41.01,46.83,52.3,58.37,64.93
13.53,19.55,21.27,29.49,35.2,41.06,46.81,52.33,58.41,64.99
13.38,19.71,21.34,29.47,35.28,41.08,46.97,52.37,58.44,64.97
13.36,19.7,21.23,29.55,35.28,41.01,47.0,52.39,58.59,65.05
13.43,19.76,21.18,29.59,35.35,41.04,47.13,52.36,58.6,65.18
13.44,19.82,21.13,29.68,35.36,41.05,47.2,52.4,58.66,65.15
13.46,19.78,21.16,29.7,35.4,41.08,47.39,52.44,58.82,65.25
13.49,19.85,21.11,29.69,35.38,41.15,47.5,52.48,58.86,65.43
13.55,19.8,21.08,29.69,35.44,41.07,47.59,52.68,58.95,65.45
13.6,19.89,21.09,29.67,35.54,41.19,47.78,52.64,59.12,65.58
13.63,19.85,21.22,29.67,35.57,41.19,47.93,52.79,59.25,65.67
13.65,19.88,21.25,29.75,35.55,41.35,48.03,52.81,59.39,65.81
13.75,19.94,21.24,29.71,35.67,41.32,48.08,52.99,59.39,66.0
13.78,19.91,21.31,29.73,35.65,41.44,48.16,53.01,59.49,66.12
13.69,19.95,21.31,29.74,35.67,41.52,48.17,53.06,59.63,66.23
13.7,20.06,21.29,29.86,35.62,41.54,48.28,53.11,59.81,66.31
13.74,20.07,21.35,29.88,35.75,41.46,48.39,53.21,59.86,66.26
13.75,20.07,21.37,29.9,35.82,41.5,48.57,53.32,59.97,66.41
13.75,20.09,21.3,29.87,36.02,41.65,48.62,53.32,60.12,66.48
13.76,20.18,21.26,29.96,36.08,41.71,48.7,53.4,60.24,66.53
13.73,20.23,21.36,30.0,35.96,41.74,48.81,53.41,60.33,66.6
13.68,20.31,21.49,30.07,36.03,41.71,48.82,53.42,60.49,66.68
13.71,20.33,21.49,30.11,36.06,41.9,48.9,53.52,60.56,66.81
13.79,20.32,21.51,30.12,36.24,41.9,48.98,53.61,60.6,66.92
13.75,20.4,21.58,30.15,36.38,41.9,49.1,53.63,60.56,67.07
13.73,20.38,21.68,30.26,36.41,42.0,49.2,53.73,60.76,67.16
13.78,20.4,21.65,30.31,36.45,42.03,49.31,53.77,60.82,67.16
13.88,20.43,21.6,30.28,36.52,42.04,49.37,53.82,60.85,67.23
13.91,20.46,21.67,30.33,36.56,42.11,49.4,53.98,61.0,67.25
13.92,20.41,21.65,30.44,36.59,42.19,49.51,53.99,61.15,67.25
13.86,20.5,21.7,30.52,36.67,42.17,49.57,54.15,61.14,67.45
13.88,20.55,21.78,30.56,36.67,42.22,49.66,54.3,61.15,67.46
13.85,20.6,21.76,30.64,36.85,42.34,49.75,54.38,61.28,67.49
13.9,20.66,21.78,30.66,36.96,42.39,49.87,54.39,61.38,67.6
13.85,20.69,21.87,30.72,37.06,42.46,49.87,54.51,61.47,67.7
13.67,20.69,21.88,30.79,37.1,42.5,50.05,54.59,61.54,67.74
13.67,20.71,21.92,30.79,37.16,42.66,50.09,54.69,61.59,67.78
13.72,20.79,21.96,30.94,37.07,42.69,50.14,54.77,61.75,67.82
13.78,20.77,21.95,30.99,37.2,42.72,50.23,54.82,61.78,67.89
13.87,20.75,22.02,31.04,37.22,42.76,50.26,54.88,61.87,67.97
13.83,20.74,22.08,31.04,37.26,42.89,50.24,54.87,62.04,67.97
13.86,20.9,22.03,31.16,37.25,43.01,50.27,55.01,62.12,68.07
13.92,20.99,22.04,31.18,37.31,43.03,50.42,55.09,62.18,68.16
13.96,21.06,22.05,31.13,37.35,43.15,50.46,55.08,62.27,68.28
14.02,20.98,22.04,31.07,37.38,43.14,50.6,55.1,62.33,68.4
14.02,20.94,22.02,31.1,37.36,43.08,50.59,55.15,62.42,68.49
14.06,20.89,22.01,31.18,37.4,43.01,50.72,55.19,62.51,68.65
14.11,20.83,22.06,31.23,37.45,43.14,50.7,55.26,62.6,68.77
14.06,20.78,22.16,31.27,37.46,43.2,50.77,55.33,62.71,68.87
14.14,20.77,22.26,31.44,37.52,43.31,50.84,55.43,62.78,69.03
